,area_fips,area_title_2020,agglvl_title_2020,annual_avg_estabs_count_2020,annual_avg_emplvl_2020,total_annual_wages_2020,taxable_annual_wages_2020,annual_contributions_2020,annual_avg_wkly_wage_2020,avg_annual_pay_2020,oty_annual_avg_estabs_count_chg_2020,oty_annual_avg_estabs_count_pct_chg_2020,oty_annual_avg_emplvl_chg_2020,oty_annual_avg_emplvl_pct_chg_2020,oty_total_annual_wages_chg_2020,oty_total_annual_wages_pct_chg_2020,oty_taxable_annual_wages_chg_2020,oty_taxable_annual_wages_pct_chg_2020,oty_annual_contributions_chg_2020,oty_annual_contributions_pct_chg_2020,oty_annual_avg_wkly_wage_chg_2020,oty_annual_avg_wkly_wage_pct_chg_2020,oty_avg_annual_pay_chg_2020,oty_avg_annual_pay_pct_chg_2020,area_title_2021,agglvl_title_2021,annual_avg_estabs_count_2021,annual_avg_emplvl_2021,total_annual_wages_2021,taxable_annual_wages_2021,annual_contributions_2021,annual_avg_wkly_wage_2021,avg_annual_pay_2021,oty_annual_avg_estabs_count_chg_2021,oty_annual_avg_estabs_count_pct_chg_2021,oty_annual_avg_emplvl_chg_2021,oty_annual_avg_emplvl_pct_chg_2021,oty_total_annual_wages_chg_2021,oty_total_annual_wages_pct_chg_2021,oty_taxable_annual_wages_chg_2021,oty_taxable_annual_wages_pct_chg_2021,oty_annual_contributions_chg_2021,oty_annual_contributions_pct_chg_2021,oty_annual_avg_wkly_wage_chg_2021,oty_annual_avg_wkly_wage_pct_chg_2021,oty_avg_annual_pay_chg_2021,oty_avg_annual_pay_pct_chg_2021,area_title_2022,agglvl_title_2022,annual_avg_estabs_count_2022,annual_avg_emplvl_2022,total_annual_wages_2022,taxable_annual_wages_2022,annual_contributions_2022,annual_avg_wkly_wage_2022,avg_annual_pay_2022,oty_annual_avg_estabs_count_chg_2022,oty_annual_avg_estabs_count_pct_chg_2022,oty_annual_avg_emplvl_chg_2022,oty_annual_avg_emplvl_pct_chg_2022,oty_total_annual_wages_chg_2022,oty_total_annual_wages_pct_chg_2022,oty_taxable_annual_wages_chg_2022,oty_taxable_annual_wages_pct_chg_2022,oty_annual_contributions_chg_2022,oty_annual_contributions_pct_chg_2022,oty_annual_avg_wkly_wage_chg_2022,oty_annual_avg_wkly_wage_pct_chg_2022,oty_avg_annual_pay_chg_2022,oty_avg_annual_pay_pct_chg_2022
3259,72031,"Carolina Municipio, Puerto Rico","County, Total Covered",1932,41203,1135314206,261395898,7235594,530,27554,-38,-1.9,-4386,-9.6,-62334911,-5.2,-25562543,-8.9,-970161,-11.8,25,5.0,1283,4.9,"Carolina Municipio, Puerto Rico","County, Total Covered",1979,44892,1277177383,297365656,8969725,547,28450,47,2.4,3689,9.0,141863177,12.5,35969758,13.8,1734131,24.0,17,3.2,896,3.3,"Carolina Municipio, Puerto Rico","County, Total Covered",2066,48529,1402133392,301032265,10881441,556,28893,87,4.4,3637,8.1,124956009,9.8,3666609,1.2,1911716,21.3,9,1.6,443,1.6
3260,72033,"Catano Municipio, Puerto Rico","County, Total Covered",303,10083,328232409,73607683,1864701,626,32555,-9,-2.9,-406,-3.9,490305,0.1,-1579568,-2.1,-104780,-5.3,25,4.2,1309,4.2,"Catano Municipio, Puerto Rico","County, Total Covered",312,10283,346867299,75030548,2043425,649,33731,9,3.0,200,2.0,18634890,5.7,1422865,1.9,178724,9.6,23,3.7,1176,3.6,"Catano Municipio, Puerto Rico","County, Total Covered",323,10627,372189751,77424471,2121445,674,35022,11,3.5,344,3.3,25322452,7.3,2393923,3.2,78020,3.8,25,3.9,1291,3.8
3261,72035,"Cayey Municipio, Puerto Rico","County, Total Covered",463,9177,251262672,41579440,959518,527,27379,-16,-3.3,-356,-3.7,-7676560,-3.0,-3006300,-6.7,-190437,-16.6,5,1.0,217,0.8,"Cayey Municipio, Puerto Rico","County, Total Covered",475,9422,271228219,45179577,1109503,554,28786,12,2.6,245,2.7,19965547,7.9,3600137,8.7,149985,15.6,27,5.1,1407,5.1,"Cayey Municipio, Puerto Rico","County, Total Covered",496,9747,292124536,42990699,1323377,576,29971,21,4.4,325,3.4,20896317,7.7,-2188878,-4.8,213874,19.3,22,4.0,1185,4.1
3262,72037,"Ceiba Municipio, Puerto Rico","County, Total Covered",98,1297,29028928,5423831,163857,430,22384,-3,-3.0,99,8.3,2552487,9.6,475923,9.6,3961,2.5,5,1.2,283,1.3,"Ceiba Municipio, Puerto Rico","County, Total Covered",105,1433,32462008,6443226,212124,436,22658,7,7.1,136,10.5,3433080,11.8,1019395,18.8,48267,29.5,6,1.4,274,1.2,"Ceiba Municipio, Puerto Rico","County, Total Covered",105,1420,34438333,6038569,203747,466,24247,0,0.0,-13,-0.9,1976325,6.1,-404657,-6.3,-8377,-3.9,30,6.9,1589,7.0
3263,72039,"Ciales Municipio, Puerto Rico","County, Total Covered",134,1509,30813623,6300555,174105,393,20415,-5,-3.6,-72,-4.6,-547145,-1.7,-215119,-3.3,-21839,-11.1,11,2.9,574,2.9,"Ciales Municipio, Puerto Rico","County, Total Covered",146,1637,35281915,7683033,225223,414,21548,12,9.0,128,8.5,4468292,14.5,1382478,21.9,51118,29.4,21,5.3,1133,5.5,"Ciales Municipio, Puerto Rico","County, Total Covered",158,1722,38391341,7703357,240971,429,22289,12,8.2,85,5.2,3109426,8.8,20324,0.3,15748,7.0,15,3.6,741,3.4
3264,72041,"Cidra Municipio, Puerto Rico","County, Total Covered",368,5529,149315058,32329157,728566,519,27008,-2,-0.5,-405,-6.8,-4462546,-2.9,-2161669,-6.3,-159755,-18.0,21,4.2,1095,4.2,"Cidra Municipio, Puerto Rico","County, Total Covered",386,5927,162796019,35707957,1000783,528,27468,18,4.9,398,7.2,13480961,9.0,3378800,10.5,272217,37.4,9,1.7,460,1.7,"Cidra Municipio, Puerto Rico","County, Total Covered",411,6129,177160729,35405060,1131401,556,28905,25,6.5,202,3.4,14364710,8.8,-302897,-0.8,130618,13.1,28,5.3,1437,5.2
3265,72043,"Coamo Municipio, Puerto Rico","County, Total Covered",286,3216,68555300,15088497,400500,410,21318,-4,-1.4,5,0.2,1397152,2.1,-243375,-1.6,-81490,-16.9,8,2.0,404,1.9,"Coamo Municipio, Puerto Rico","County, Total Covered",306,3589,78716688,18305187,532513,422,21930,20,7.0,373,11.6,10161388,14.8,3216690,21.3,132013,33.0,12,2.9,612,2.9,"Coamo Municipio, Puerto Rico","County, Total Covered",327,3716,88433960,18403590,576154,458,23797,21,6.9,127,3.5,9717272,12.3,98403,0.5,43641,8.2,36,8.5,1867,8.5
3266,72045,"Comerio Municipio, Puerto Rico","County, Total Covered",131,1589,34702239,6110765,161167,420,21839,-1,-0.8,-48,-2.9,956520,2.8,-41408,-0.7,-38869,-19.4,24,6.1,1227,6.0,"Comerio Municipio, Puerto Rico","County, Total Covered",134,1662,36772883,6734908,187614,425,22125,3,2.3,73,4.6,2070644,6.0,624143,10.2,26447,16.4,5,1.2,286,1.3,"Comerio Municipio, Puerto Rico","County, Total Covered",138,1761,40285779,7077124,214385,440,22879,4,3.0,99,6.0,3512896,9.6,342216,5.1,26771,14.3,15,3.5,754,3.4
3267,72047,"Corozal Municipio, Puerto Rico","County, Total Covered",311,3495,70836075,18077980,621067,390,20268,-2,-0.6,-283,-7.5,-5330939,-7.0,-1732502,-8.7,-112550,-15.3,2,0.5,109,0.5,"Corozal Municipio, Puerto Rico","County, Total Covered",321,3597,76783997,19750336,720141,410,21346,10,3.2,102,2.9,5947922,8.4,1672356,9.3,99074,16.0,20,5.1,1078,5.3,"Corozal Municipio, Puerto Rico","County, Total Covered",344,3727,84740729,20459426,782614,437,22735,23,7.2,130,3.6,7956732,10.4,709090,3.6,62473,8.7,27,6.6,1389,6.5
3268,72049,"Culebra Municipio, Puerto Rico","County, Total Covered",53,382,7735748,1263633,29294,390,20255,1,1.9,-58,-13.2,-985359,-11.3,-230782,-15.4,-7794,-21.0,9,2.4,446,2.3,"Culebra Municipio, Puerto Rico","County, Total Covered",57,398,8573083,1302393,40949,414,21531,4,7.5,16,4.2,837335,10.8,38760,3.1,11655,39.8,24,6.2,1276,6.3,"Culebra Municipio, Puerto Rico","County, Total Covered",62,451,10749262,1673543,69622,459,23852,5,8.8,53,13.3,2176179,25.4,371150,28.5,28673,70.0,45,10.9,2321,10.8
3269,72051,"Dorado Municipio, Puerto Rico","County, Total Covered",581,8651,249823788,60992287,1655344,555,28880,16,2.8,-41,-0.5,5269643,2.2,199469,0.3,-112488,-6.4,14,2.6,744,2.6,"Dorado Municipio, Puerto Rico","County, Total Covered",628,9659,298174462,72279338,2060222,594,30869,47,8.1,1008,11.7,48350674,19.4,11287051,18.5,404878,24.5,39,7.0,1989,6.9,"Dorado Municipio, Puerto Rico","County, Total Covered",693,11298,360559877,82884917,2754415,614,31913,65,10.4,1639,17.0,62385415,20.9,10605579,14.7,694193,33.7,20,3.4,1044,3.4
3270,72053,"Fajardo Municipio, Puerto Rico","County, Total Covered",501,8521,232793106,47184154,1367233,525,27321,-12,-2.3,-685,-7.4,-1312524,-0.6,-3631492,-7.1,-174230,-11.3,36,7.4,1892,7.4,"Fajardo Municipio, Puerto Rico","County, Total Covered",514,9400,265941589,59895678,1921070,544,28291,13,2.6,879,10.3,33148483,14.2,12711524,26.9,553837,40.5,19,3.6,970,3.6,"Fajardo Municipio, Puerto Rico","County, Total Covered",519,9793,276514875,58613825,2077338,543,28236,5,1.0,393,4.2,10573286,4.0,-1281853,-2.1,156268,8.1,-1,-0.2,-55,-0.2
3271,72054,"Florida Municipio, Puerto Rico","County, Total Covered",62,1042,20106365,3470266,128971,371,19293,-4,-6.1,-6,-0.6,-654946,-3.2,-229559,-6.2,-22589,-14.9,-10,-2.6,-511,-2.6,"Florida Municipio, Puerto Rico","County, Total Covered",59,1067,21281857,3871193,152133,384,19953,-3,-4.8,25,2.4,1175492,5.8,400927,11.6,23162,18.0,13,3.5,660,3.4,"Florida Municipio, Puerto Rico","County, Total Covered",66,1091,23913965,4113527,163194,421,21918,7,11.9,24,2.2,2632108,12.4,242334,6.3,11061,7.3,37,9.6,1965,9.8
3272,72055,"Guanica Municipio, Puerto Rico","County, Total Covered",108,2340,40199476,13261185,416421,330,17182,-8,-6.9,-590,-20.1,-10778812,-21.1,-3043200,-18.7,-302109,-42.0,-5,-1.5,-219,-1.3,"Guanica Municipio, Puerto Rico","County, Total Covered",108,2576,45627180,15101544,687079,341,17712,0,0.0,236,10.1,5427704,13.5,1840359,13.9,270658,65.0,11,3.3,530,3.1,"Guanica Municipio, Puerto Rico","County, Total Covered",110,2920,53072898,15568142,726689,350,18176,2,1.9,344,13.4,7445718,16.3,466598,3.1,39610,5.8,9,2.6,464,2.6
3273,72057,"Guayama Municipio, Puerto Rico","County, Total Covered",454,9731,259406522,49356348,1229557,513,26658,5,1.1,-153,-1.5,10504571,4.2,1979069,4.2,-240446,-16.4,29,6.0,1476,5.9,"Guayama Municipio, Puerto Rico","County, Total Covered",465,10113,278287095,48474345,1577902,529,27518,11,2.4,382,3.9,18880573,7.3,-882003,-1.8,348345,28.3,16,3.1,860,3.2,"Guayama Municipio, Puerto Rico","County, Total Covered",486,9623,263593859,48851163,1429493,527,27393,21,4.5,-490,-4.8,-14693236,-5.3,376818,0.8,-148409,-9.4,-2,-0.4,-125,-0.5
3274,72059,"Guayanilla Municipio, Puerto Rico","County, Total Covered",121,2236,52060017,11205637,352997,448,23284,-6,-4.7,-128,-5.4,1412034,2.8,-400620,-3.5,-29055,-7.6,36,8.7,1863,8.7,"Guayanilla Municipio, Puerto Rico","County, Total Covered",129,2282,52116048,12046662,428120,439,22835,8,6.6,46,2.1,56031,0.1,841025,7.5,75123,21.3,-9,-2.0,-449,-1.9,"Guayanilla Municipio, Puerto Rico","County, Total Covered",132,2281,56594603,12131897,454319,477,24811,3,2.3,-1,0.0,4478555,8.6,85235,0.7,26199,6.1,38,8.7,1976,8.7
3275,72061,"Guaynabo Municipio, Puerto Rico","County, Total Covered",2474,49952,1835977305,362215335,8815010,707,36755,-67,-2.6,-2945,-5.6,-23080308,-1.2,-26513349,-6.8,-1528663,-14.8,31,4.6,1610,4.6,"Guaynabo Municipio, Puerto Rico","County, Total Covered",2532,52441,2025596941,405972320,10563075,743,38627,58,2.3,2489,5.0,189619636,10.3,43756985,12.1,1748065,19.8,36,5.1,1872,5.1,"Guaynabo Municipio, Puerto Rico","County, Total Covered",2638,54859,2205486858,392859675,11990276,773,40203,106,4.2,2418,4.6,179889917,8.9,-13112645,-3.2,1427201,13.5,30,4.0,1576,4.1
3276,72063,"Gurabo Municipio, Puerto Rico","County, Total Covered",352,7173,222562079,45430137,1215985,597,31029,5,1.4,-491,-6.4,-11740626,-5.0,-4035923,-8.2,-205901,-14.5,9,1.5,459,1.5,"Gurabo Municipio, Puerto Rico","County, Total Covered",383,6559,197535785,44886814,1401924,579,30115,31,8.8,-614,-8.6,-25026294,-11.2,-543323,-1.2,185939,15.3,-18,-3.0,-914,-2.9,"Gurabo Municipio, Puerto Rico","County, Total Covered",413,8338,252337114,52078148,1672375,582,30265,30,7.8,1779,27.1,54801329,27.7,7191334,16.0,270451,19.3,3,0.5,150,0.5
3277,72065,"Hatillo Municipio, Puerto Rico","County, Total Covered",559,8348,173388637,51923768,1156676,399,20771,3,0.5,-390,-4.5,4370080,2.6,-1173543,-2.2,-110471,-8.7,27,7.3,1428,7.4,"Hatillo Municipio, Puerto Rico","County, Total Covered",574,9056,200637693,59029742,1421992,426,22156,15,2.7,708,8.5,27249056,15.7,7105974,13.7,265316,22.9,27,6.8,1385,6.7,"Hatillo Municipio, Puerto Rico","County, Total Covered",605,9354,214540152,58434638,1861435,441,22935,31,5.4,298,3.3,13902459,6.9,-595104,-1.0,439443,30.9,15,3.5,779,3.5
3278,72067,"Hormigueros Municipio, Puerto Rico","County, Total Covered",176,2436,48218217,13321480,406698,381,19792,5,2.9,-3,-0.1,-21579,0.0,501805,3.9,1079,0.3,1,0.3,12,0.1,"Hormigueros Municipio, Puerto Rico","County, Total Covered",191,2774,57129060,15384505,497387,396,20597,15,8.5,338,13.9,8910843,18.5,2063025,15.5,90689,22.3,15,3.9,805,4.1,"Hormigueros Municipio, Puerto Rico","County, Total Covered",201,3211,72378928,18854499,699059,433,22538,10,5.2,437,15.8,15249868,26.7,3469994,22.6,201672,40.5,37,9.3,1941,9.4
3279,72069,"Humacao Municipio, Puerto Rico","County, Total Covered",741,14678,419169407,74653568,1822658,549,28558,-4,-0.5,276,1.9,-4800842,-1.1,616433,0.8,-168372,-8.5,-17,-3.0,-881,-3.0,"Humacao Municipio, Puerto Rico","County, Total Covered",761,15843,462960642,82166459,2260650,562,29222,20,2.7,1165,7.9,43791235,10.4,7512891,10.1,437992,24.0,13,2.4,664,2.3,"Humacao Municipio, Puerto Rico","County, Total Covered",818,16983,521365594,82806020,2654858,590,30699,57,7.5,1140,7.2,58404952,12.6,639561,0.8,394208,17.4,28,5.0,1477,5.1
3280,72071,"Isabela Municipio, Puerto Rico","County, Total Covered",457,5534,129936475,31205180,883881,452,23478,5,1.1,-1041,-15.8,-46044180,-26.2,-6649947,-17.6,-169871,-16.1,-63,-12.2,-3287,-12.3,"Isabela Municipio, Puerto Rico","County, Total Covered",481,5844,141624235,34513252,1031969,466,24236,24,5.3,310,5.6,11687760,9.0,3308072,10.6,148088,16.8,14,3.1,758,3.2,"Isabela Municipio, Puerto Rico","County, Total Covered",529,6513,159140841,39761740,1306304,470,24436,48,10.0,669,11.4,17516606,12.4,5248488,15.2,274335,26.6,4,0.9,200,0.8
3281,72073,"Jayuya Municipio, Puerto Rico","County, Total Covered",155,2737,82207047,11401727,392053,578,30036,-4,-2.5,5,0.2,8339413,11.3,-1202630,-9.5,88240,29.0,58,11.2,3002,11.1,"Jayuya Municipio, Puerto Rico","County, Total Covered",161,2740,72515411,12825089,460722,509,26463,6,3.9,3,0.1,-9691636,-11.8,1423362,12.5,68669,17.5,-69,-11.9,-3573,-11.9,"Jayuya Municipio, Puerto Rico","County, Total Covered",174,3012,82454813,13623146,315294,526,27375,13,8.1,272,9.9,9939402,13.7,798057,6.2,-145428,-31.6,17,3.3,912,3.4
3282,72075,"Juana Diaz Municipio, Puerto Rico","County, Total Covered",311,6215,169171200,39777739,1051029,523,27221,-16,-4.9,-130,-2.0,788212,0.5,-574039,-1.4,-16858,-1.6,13,2.5,685,2.6,"Juana Diaz Municipio, Puerto Rico","County, Total Covered",339,6478,176975613,42904109,1063221,525,27321,28,9.0,263,4.2,7804413,4.6,3126370,7.9,12192,1.2,2,0.4,100,0.4,"Juana Diaz Municipio, Puerto Rico","County, Total Covered",358,6829,196977823,45373507,1201264,555,28843,19,5.6,351,5.4,20002210,11.3,2469398,5.8,138043,13.0,30,5.7,1522,5.6
3283,72077,"Juncos Municipio, Puerto Rico","County, Total Covered",257,7423,405914997,46796113,839293,1052,54687,3,1.2,311,4.4,39809554,10.9,2164617,4.8,-44141,-5.0,62,6.3,3208,6.2,"Juncos Municipio, Puerto Rico","County, Total Covered",265,7924,425549806,50677262,885616,1033,53706,8,3.1,501,6.7,19634809,4.8,3881149,8.3,46323,5.5,-19,-1.8,-981,-1.8,"Juncos Municipio, Puerto Rico","County, Total Covered",270,8266,448911392,54127417,933549,1044,54309,5,1.9,342,4.3,23361586,5.5,3450155,6.8,47933,5.4,11,1.1,603,1.1
3284,72079,"Lajas Municipio, Puerto Rico","County, Total Covered",224,3122,56328521,17026810,571507,347,18043,-9,-3.9,-123,-3.8,-2643949,-4.5,-1151843,-6.3,-92797,-14.0,-2,-0.6,-129,-0.7,"Lajas Municipio, Puerto Rico","County, Total Covered",227,3286,60383342,18321387,678595,353,18377,3,1.3,164,5.3,4054821,7.2,1294577,7.6,107088,18.7,6,1.7,334,1.9,"Lajas Municipio, Puerto Rico","County, Total Covered",241,3477,69267181,19232656,754752,383,19923,14,6.2,191,5.8,8883839,14.7,911269,5.0,76157,11.2,30,8.5,1546,8.4
3285,72081,"Lares Municipio, Puerto Rico","County, Total Covered",283,3896,72128548,17814872,620992,356,18513,-11,-3.7,-157,-3.9,-300034,-0.4,-967511,-5.2,-59731,-8.8,12,3.5,642,3.6,"Lares Municipio, Puerto Rico","County, Total Covered",289,4055,80691290,20107694,692609,383,19901,6,2.1,159,4.1,8562742,11.9,2292822,12.9,71617,11.5,27,7.6,1388,7.5,"Lares Municipio, Puerto Rico","County, Total Covered",325,4146,87396146,19654788,696131,405,21082,36,12.5,91,2.2,6704856,8.3,-452906,-2.3,3522,0.5,22,5.7,1181,5.9
3286,72083,"Las Marias Municipio, Puerto Rico","County, Total Covered",86,1082,17899394,2830058,78072,318,16547,-4,-4.4,-65,-5.7,120642,0.7,-255187,-8.3,-36170,-31.7,20,6.7,1049,6.8,"Las Marias Municipio, Puerto Rico","County, Total Covered",92,1160,19615596,3729176,113733,325,16916,6,7.0,78,7.2,1716202,9.6,899118,31.8,35661,45.7,7,2.2,369,2.2,"Las Marias Municipio, Puerto Rico","County, Total Covered",98,1054,19945384,3873252,124700,364,18919,6,6.5,-106,-9.1,329788,1.7,144076,3.9,10967,9.6,39,12.0,2003,11.8
3287,72085,"Las Piedras Municipio, Puerto Rico","County, Total Covered",282,6649,208226746,47012316,1637713,602,31316,-3,-1.1,-562,-7.8,-2859284,-1.4,-2613324,-5.3,-382782,-18.9,39,6.9,2042,7.0,"Las Piedras Municipio, Puerto Rico","County, Total Covered",285,6732,204854786,49642482,1740146,585,30431,3,1.1,83,1.2,-3371960,-1.6,2630166,5.6,102433,6.3,-17,-2.8,-885,-2.8,"Las Piedras Municipio, Puerto Rico","County, Total Covered",298,6950,222215196,46713866,1703476,615,31973,13,4.6,218,3.2,17360410,8.5,-2928616,-5.9,-36670,-2.1,30,5.1,1542,5.1
3288,72087,"Loiza Municipio, Puerto Rico","County, Total Covered",96,1572,35501551,6418589,204258,434,22582,-3,-3.0,-13,-0.8,3401451,10.6,1694060,35.9,59158,40.8,44,11.3,2323,11.5,"Loiza Municipio, Puerto Rico","County, Total Covered",94,1691,35854329,5985108,185207,408,21208,-2,-2.1,119,7.6,352778,1.0,-433481,-6.8,-19051,-9.3,-26,-6.0,-1374,-6.1,"Loiza Municipio, Puerto Rico","County, Total Covered",100,1769,42855877,7904504,289961,466,24223,6,6.4,78,4.6,7001548,19.5,1919396,32.1,104754,56.6,58,14.2,3015,14.2
3289,72089,"Luquillo Municipio, Puerto Rico","County, Total Covered",145,1843,40581285,9826304,272788,424,22024,-2,-1.4,-161,-8.0,-1137120,-2.7,-742210,-7.0,-36734,-11.9,24,6.0,1209,5.8,"Luquillo Municipio, Puerto Rico","County, Total Covered",145,1970,46946657,11069649,371043,458,23829,0,0.0,127,6.9,6365372,15.7,1243345,12.7,98255,36.0,34,8.0,1805,8.2,"Luquillo Municipio, Puerto Rico","County, Total Covered",151,2094,52082575,11393210,444706,478,24875,6,4.1,124,6.3,5135918,10.9,323561,2.9,73663,19.9,20,4.4,1046,4.4
3290,72091,"Manati Municipio, Puerto Rico","County, Total Covered",617,13133,420959844,85160046,2228339,616,32053,3,0.5,-538,-3.9,7372703,1.8,-2019939,-2.3,-171355,-7.1,34,5.8,1801,6.0,"Manati Municipio, Puerto Rico","County, Total Covered",633,13675,449155148,91147864,2431343,632,32845,16,2.6,542,4.1,28195304,6.7,5987818,7.0,203004,9.1,16,2.6,792,2.5,"Manati Municipio, Puerto Rico","County, Total Covered",662,14263,480378113,85761242,2620391,648,33679,29,4.6,588,4.3,31222965,7.0,-5386622,-5.9,189048,7.8,16,2.5,834,2.5
3291,72093,"Maricao Municipio, Puerto Rico","County, Total Covered",62,1316,31609566,6175282,100192,462,24029,-9,-12.7,53,4.2,1174003,3.9,345646,5.9,-10427,-9.4,-2,-0.4,-74,-0.3,"Maricao Municipio, Puerto Rico","County, Total Covered",66,1309,31405810,6560489,99596,461,23989,4,6.5,-7,-0.5,-203756,-0.6,385207,6.2,-596,-0.6,-1,-0.2,-40,-0.2,"Maricao Municipio, Puerto Rico","County, Total Covered",63,1405,36583098,7248155,165579,501,26041,-3,-4.5,96,7.3,5177288,16.5,687666,10.5,65983,66.3,40,8.7,2052,8.6
3292,72095,"Maunabo Municipio, Puerto Rico","County, Total Covered",58,1223,36699269,2223744,82339,577,30010,-6,-9.4,-11,-0.9,-1564168,-4.1,-13047,-0.6,-5686,-6.5,-19,-3.2,-1000,-3.2,"Maunabo Municipio, Puerto Rico","County, Total Covered",62,1241,39813019,2385143,94386,617,32090,4,6.9,18,1.5,3113750,8.5,161399,7.3,12047,14.6,40,6.9,2080,6.9,"Maunabo Municipio, Puerto Rico","County, Total Covered",59,1312,46766884,2300180,94247,686,35650,-3,-4.8,71,5.7,6953865,17.5,-84963,-3.6,-139,-0.1,69,11.2,3560,11.1
3293,72097,"Mayaguez Municipio, Puerto Rico","County, Total Covered",1506,27730,704666738,134252871,3478518,489,25412,-28,-1.8,-985,-3.4,-80577,0.0,-6146894,-4.4,-302008,-8.0,17,3.6,869,3.5,"Mayaguez Municipio, Puerto Rico","County, Total Covered",1536,29195,770097053,149941992,4154790,507,26378,30,2.0,1465,5.3,65430315,9.3,15689121,11.7,676272,19.4,18,3.7,966,3.8,"Mayaguez Municipio, Puerto Rico","County, Total Covered",1577,30420,852905050,154141381,5086147,539,28037,41,2.7,1225,4.2,82807997,10.8,4199389,2.8,931357,22.4,32,6.3,1659,6.3
3294,72099,"Moca Municipio, Puerto Rico","County, Total Covered",394,4332,74641444,22205459,787930,331,17230,7,1.8,68,1.6,-34747,0.0,-18278,-0.1,-44296,-5.3,-6,-1.8,-283,-1.6,"Moca Municipio, Puerto Rico","County, Total Covered",425,4749,96139740,26654501,973594,389,20245,31,7.9,417,9.6,21498296,28.8,4449042,20.0,185664,23.6,58,17.5,3015,17.5,"Moca Municipio, Puerto Rico","County, Total Covered",472,5296,110146646,29807093,1163515,400,20797,47,11.1,547,11.5,14006906,14.6,3152592,11.8,189921,19.5,11,2.8,552,2.7
3295,72101,"Morovis Municipio, Puerto Rico","County, Total Covered",183,2148,44231272,9826452,268135,396,20593,8,4.6,-42,-1.9,-945290,-2.1,-1168358,-10.6,-21526,-7.4,-1,-0.3,-32,-0.2,"Morovis Municipio, Puerto Rico","County, Total Covered",192,2327,48768262,11334077,354257,403,20960,9,4.9,179,8.3,4536990,10.3,1507625,15.3,86122,32.1,7,1.8,367,1.8,"Morovis Municipio, Puerto Rico","County, Total Covered",209,2469,55162311,12475855,402382,430,22338,17,8.9,142,6.1,6394049,13.1,1141778,10.1,48125,13.6,27,6.7,1378,6.6
3296,72103,"Naguabo Municipio, Puerto Rico","County, Total Covered",167,2172,46023277,12082211,390453,408,21190,5,3.1,110,5.3,1525810,3.4,280069,2.4,3800,1.0,-7,-1.7,-395,-1.8,"Naguabo Municipio, Puerto Rico","County, Total Covered",183,2162,47629416,12312000,380201,424,22028,16,9.6,-10,-0.5,1606139,3.5,229789,1.9,-10252,-2.6,16,3.9,838,4.0,"Naguabo Municipio, Puerto Rico","County, Total Covered",187,2210,53046068,12453692,419444,462,24007,4,2.2,48,2.2,5416652,11.4,141692,1.2,39243,10.3,38,9.0,1979,9.0
3297,72105,"Naranjito Municipio, Puerto Rico","County, Total Covered",304,3127,71234263,15773398,470125,438,22782,-14,-4.4,-147,-4.5,390159,0.6,-583810,-3.6,-48062,-9.3,22,5.3,1140,5.3,"Naranjito Municipio, Puerto Rico","County, Total Covered",321,3508,82084534,17926582,599101,450,23401,17,5.6,381,12.2,10850271,15.2,2153184,13.7,128976,27.4,12,2.7,619,2.7,"Naranjito Municipio, Puerto Rico","County, Total Covered",344,3770,93297472,18848972,676785,476,24746,23,7.2,262,7.5,11212938,13.7,922390,5.1,77684,13.0,26,5.8,1345,5.7
3298,72107,"Orocovis Municipio, Puerto Rico","County, Total Covered",206,3068,57502964,16369728,681857,360,18745,-4,-1.9,158,5.4,3643000,6.8,2835899,21.0,134469,24.6,4,1.1,236,1.3,"Orocovis Municipio, Puerto Rico","County, Total Covered",210,3237,65231969,16562138,707487,387,20149,4,1.9,169,5.5,7729005,13.4,192410,1.2,25630,3.8,27,7.5,1404,7.5,"Orocovis Municipio, Puerto Rico","County, Total Covered",225,3322,68799236,16886764,725860,398,20713,15,7.1,85,2.6,3567267,5.5,324626,2.0,18373,2.6,11,2.8,564,2.8
3299,72109,"Patillas Municipio, Puerto Rico","County, Total Covered",105,1400,34881714,4738219,131862,479,24921,-7,-6.2,-63,-4.3,-1447887,-4.0,-328524,-6.5,-28078,-17.6,2,0.4,94,0.4,"Patillas Municipio, Puerto Rico","County, Total Covered",110,1511,37723187,5539089,162457,480,24968,5,4.8,111,7.9,2841473,8.1,800870,16.9,30595,23.2,1,0.2,47,0.2,"Patillas Municipio, Puerto Rico","County, Total Covered",118,1620,40922535,5941161,211612,486,25267,8,7.3,109,7.2,3199348,8.5,402072,7.3,49155,30.3,6,1.2,299,1.2
3300,72111,"Penuelas Municipio, Puerto Rico","County, Total Covered",166,2364,54706616,13661558,400269,445,23141,-7,-4.0,-34,-1.4,746615,1.4,-367016,-2.6,-38879,-8.9,12,2.8,640,2.8,"Penuelas Municipio, Puerto Rico","County, Total Covered",173,2532,60624112,15089846,452362,460,23942,7,4.2,168,7.1,5917496,10.8,1428288,10.5,52093,13.0,15,3.4,801,3.5,"Penuelas Municipio, Puerto Rico","County, Total Covered",183,2535,66376258,15042890,452096,504,26187,10,5.8,3,0.1,5752146,9.5,-46956,-0.3,-266,-0.1,44,9.6,2245,9.4
